Specimen.I,Species,Complex,Year,Lat,Lon,Color.Code,Color,Notes,T2T3Red,USA1_alt
ENT.711367,melanopygus,Pacific,1967,37.987202,-122.652167,P6,Black,,0,385
ENT.711368,melanopygus,Pacific,1967,37.987202,-122.652167,P6,Black,,0,385
BMEC_ENT 00006991,melanopygus,Pacific,1968,38.71166,-120.95138,P6,Black,,0,385
BMEC_ENT 00006992,melanopygus,Pacific,1968,38.71166,-120.95138,A8,Black,,0,385
BMEC_ENT 00006993,melanopygus,Pacific,1968,38.71166,-120.95138,P6,Black,,0,385
BMEC_ENT 00006994,melanopygus,Pacific,1968,38.71166,-120.95138,P6,Black,,0,385
BMEC_ENT 00006995,melanopygus,Pacific,1968,38.71166,-120.95138,P6,Black,,0,385
BMEC_ENT 00006996,melanopygus,Pacific,1968,38.71166,-120.95138,A8,Black,,0,385
BMEC_ENT 00006997,melanopygus,Pacific,1968,38.71166,-120.95138,P6,Black,,0,385
BMEC_ENT 00006693,melanopygus,Pacific,1955,37.831593,-122.187745,E2,Black,,0,387
BMEC_ENT 00006694,melanopygus,Pacific,1955,37.831593,-122.187745,E2,Black,,0,387
BMEC_ENT 00006161,melanopygus,Pacific,1961,37.83167,-122.18667,A7,Black,,0,387
BMEC_ENT 00006171,melanopygus,Pacific,1966,37.83167,-122.18667,E1,Black,,0,387
BMEC_ENT 00006689,melanopygus,Pacific,1963,37.83167,-122.18667,E1,Black,,0,387
BMEC_ENT 00006888,melanopygus,Pacific,1957,37.83167,-122.18667,E2,Black,,0,387
BMEC_ENT 00006913,melanopygus,Pacific,1958,37.83167,-122.18667,A8,Black,,0,387
BMEC_ENT 00006914,melanopygus,Pacific,1958,37.83167,-122.18667,P6,Black,,0,387
BMEC_ENT 00006949,melanopygus,Pacific,1951,37.83167,-122.18667,A8,Black,,0,387
BMEC_ENT 00006950,melanopygus,Pacific,1953,37.83167,-122.18667,A8,Black,,0,387
BMEC_ENT 00006951,melanopygus,Pacific,1953,37.83167,-122.18667,A8,Black,,0,387
BMEC_ENT 00007061,melanopygus,Pacific,1967,37.83167,-122.18667,E2,Black,,0,387
BMEC_ENT 00007079,melanopygus,Pacific,1967,37.83167,-122.18667,A8,Black,,0,387
BMEC_ENT 00007080,melanopygus,Pacific,1967,37.83167,-122.18667,P6,Black,,0,387
AMNH_BEE 00054260,melanopygus,Rocky,1952,37.8937,-122.2407,A5,Black,,0,389
AMNH_BEE 00054261,melanopygus,Rocky,1952,37.8937,-122.2407,A5,Black,,0,389
AMNH_BEE 00054262,melanopygus,Rocky,1952,37.8937,-122.2407,A5,Black,,0,389
AMNH_BEE 00054295,melanopygus,Rocky,1951,37.8937,-122.2407,A1,Black,,0,389
ENT.709665,melanopygus,Pacific,1976,38.4093,-122.0792,P6M,Black,,0,393
ENT.711354,melanopygus,Pacific,1976,38.4093,-122.0792,P6,Black,,0,393
562498,melanopygus,Pacific,1965,34.536667,-119.723333,A9M,Black,,0,394
BBSL245795,melanopygus,Pacific,1998,36.5106,-121.1853,E7M,Black,,0,397
BBSL245798,melanopygus,Pacific,1998,36.5106,-121.1853,A7M,Black,thorax segments 1-4 few black hairs intermixed),0,397
BMEC_ENT 00006628,melanopygus,Pacific,1976,38.73,-120.97,E2,Black,,0,397
BMEC_ENT 00007014,melanopygus,Pacific,1976,38.73,-120.97,A7,Black,,0,397
BMEC_ENT 00007065,melanopygus,Pacific,1976,38.73,-120.97,A8,Black,,0,397
B OTM050,melanopygus,,2016,42.679,-124.436,,Black,,0,403
OTM 051,melanopygus,,2016,42.679,-124.436,,Black,,0,403
OTM 036,melanopygus,Pacific,2016,42.679,-124.436,,Black,,0,403
BBSL226650,melanopygus,Pacific,1936,39.1622,-122.9114,E7M,Black,,0,407
BMEC_ENT 00007082,melanopygus,Pacific,1970,34.54,-119.78,P6,Black,,0,408
ENT.709298,melanopygus,Pacific,1970,34.01667,-119.71667,P10M,Black,,0,410
ENT.709299,melanopygus,Pacific,1970,34.01667,-119.71667,P8M,Black,,0,410
ENT.709622,melanopygus,Pacific,1970,34.01667,-119.71667,P6M,Black,,0,410
ENT.709623,melanopygus,Pacific,1970,34.01667,-119.71667,P8M,Black,,0,410
ENT.709624,melanopygus,Pacific,1970,34.01667,-119.71667,P8M,Black,,0,410
ENT.709625,melanopygus,Pacific,1970,34.01667,-119.71667,P8M,Black,,0,410
ENT.709626,melanopygus,Pacific,1970,34.01667,-119.71667,P9M,Black,,0,410
562298,melanopygus,Pacific,1961,39.138056,-122.880556,P10M,Black,,0,413
562299,melanopygus,Pacific,1961,39.138056,-122.880556,S2M,Black,,0,413
562300,melanopygus,Pacific,1961,39.138056,-122.880556,S2M,Black,,0,413
562494,melanopygus,Pacific,1965,34.54,-119.798611,A4M,Black,,0,414
562495,melanopygus,Pacific,1965,34.54,-119.798611,A4M,Black,,0,414
562496,melanopygus,Pacific,1965,34.54,-119.798611,E3M,Black,,0,414
562497,melanopygus,Pacific,1965,34.54,-119.798611,A9M,Black,,0,414
561647,melanopygus,Pacific,1965,37.422222,-121.382778,E2,Black,,0,416
561648,melanopygus,Pacific,1964,37.422222,-121.382778,P6,Black,,0,416
561649,melanopygus,Pacific,1967,37.422222,-121.382778,P6,Black,,0,416
561650,melanopygus,Pacific,1967,37.422222,-121.382778,P6,Black,,0,416
562286,melanopygus,Pacific,1968,36.6875,-121.354722,A7M,Black,,0,417
562287,melanopygus,Pacific,1968,36.6875,-121.354722,A7M,Black,,0,417
562288,melanopygus,Pacific,1968,36.6875,-121.354722,A9M,Black,,0,417
562289,melanopygus,Pacific,1968,36.6875,-121.354722,E3M,Black,,0,417
562535,melanopygus,Pacific,1950,38.341667,-122.219722,A4M,Black,,0,417
562536,melanopygus,Pacific,1950,38.341667,-122.219722,A9M,Black,,0,417
562537,melanopygus,Pacific,1950,38.341667,-122.219722,A4M,Black,,0,417
562538,melanopygus,Pacific,1950,38.341667,-122.219722,A7M,Black,,0,417
BMEC_ENT 00006922,melanopygus,Pacific,1947,37.12833,-119.69444,A8,Black,,0,419
OTM 031,melanopygus,Pacific,2016,42.98,-123.75,,Black,,0,419
OTM 032,melanopygus,Pacific,2016,42.98,-123.75,,Black,,0,419
AMNH_BEE 00121340,melanopygus,Pacific,1964,42.09666,-123.68277,A4M,Black,,0,421
AMNH_BEE 00229649,melanopygus,Pacific,1953,37.81511,-122.18152,A4M,Black,,0,423
BMEC_ENT 00006165,melanopygus,Pacific,1950,34.1214,-117.4538,E1,Black,,0,425
BMEC_ENT 00006175,melanopygus,Pacific,1950,34.1214,-117.4538,E1,Black,,0,425
BMEC_ENT 00006176,melanopygus,Pacific,1950,34.1214,-117.4538,E1/2,Black,,0,425
BMEC_ENT 00006177,melanopygus,Pacific,1952,34.1214,-117.4538,E2,Black,,0,425
BMEC_ENT 00006178,melanopygus,Pacific,1950,34.1214,-117.4538,E1,Black,,0,425
BMEC_ENT 00006179,melanopygus,Pacific,1950,34.1214,-117.4538,A7,Black,,0,425
BMEC_ENT 00006915,melanopygus,Pacific,1952,34.1214,-117.4538,E2,Black,,0,425
BMEC_ENT 00006941,melanopygus,Pacific,1950,34.1214,-117.4538,A8,Black,,0,425
BMEC_ENT 00006957,melanopygus,Pacific,1956,34.1214,-117.4538,A8,Black,,0,425
BMEC_ENT 00006958,melanopygus,Pacific,1956,34.1214,-117.4538,A8,Black,,0,425
BMEC_ENT 00006959,melanopygus,Pacific,1956,34.1214,-117.4538,A8,Black,,0,425
BMEC_ENT 00006960,melanopygus,Pacific,1956,34.1214,-117.4538,E2,Black,,0,425
BMEC_ENT 00006967,melanopygus,Pacific,1956,34.1214,-117.4538,A8,Black,,0,425
562490,melanopygus,Pacific,1965,35.428333,-120.539167,A7M,Black,,0,429
BBSL201409,melanopygus,Pacific,1997,36.4982,-121.1761,E7M,Black,,0,431
BBSL201413,melanopygus,Pacific,1997,36.4982,-121.1761,A7M,Black,,0,431
BBSL201414,melanopygus,Pacific,1997,36.4982,-121.1761,E9M,Black,,0,431
BBSL215791,melanopygus,Pacific,1997,36.4982,-121.1761,E9M,Black,,0,431
BBSL216171,melanopygus,Pacific,1997,36.4982,-121.1761,E9M,Black,,0,431
BBSL216323,melanopygus,Pacific,1997,36.4982,-121.1761,E9M,Black,,0,431
BBSL265563,melanopygus,Pacific,1998,36.4982,-121.1761,E9M,Black,,0,431
BBSL331099,melanopygus,Pacific,1998,36.4982,-121.1761,E9M,Black,,0,431
BBSL331117,melanopygus,Pacific,1998,36.4982,-121.1761,E9M,Black,,0,431
BMEC_ENT 00006656,melanopygus,Pacific,1973,38.55386,-122.45546,P9,Black,,0,434
BMEC_ENT 00007054,melanopygus,Pacific,1969,38.55386,-122.45546,A8,Black,,0,434
AMNH_BEE 00122016,melanopygus,Pacific,1969,42.61068,-122.8125,P6,Black,,0,434
AMNH_BEE 00122057,melanopygus,Pacific,1952,37.95333,-120.42277,A8,Black,,0,438
562383,melanopygus,Pacific,1952,37.29,-122.130278,A4M,Black,,0,440
562588,melanopygus,Pacific,1950,34.155,-117.8325,A4M,Black,,0,450
ENT.709620,melanopygus,Pacific,1970,34.035165,-119.843001,P8M,Black,,0,454
ENT.709316,melanopygus,Pacific,1970,34.035165,-119.843001,P6,Black,,0,454
ENT.709300,melanopygus,Pacific,1970,34.040279,-119.843739,P8M,Black,,0,454
ENT.710023,melanopygus,Pacific,1970,34.040279,-119.843739,P8,Black,,0,454
ENT.710024,melanopygus,Pacific,1970,34.040279,-119.843739,P8,Black,,0,454
ENT.710025,melanopygus,Pacific,1970,34.040279,-119.843739,P8,Black,,0,454
ENT.710026,melanopygus,Pacific,1970,34.040279,-119.843739,P8,Black,,0,454
ENT.710027,melanopygus,Pacific,1970,34.040279,-119.843739,P8,Black,,0,454
ENT.710028,melanopygus,Pacific,1970,34.040279,-119.843739,P8,Black,,0,454
ENT.710029,melanopygus,Pacific,1970,34.040279,-119.843739,P8,Black,,0,454
ENT.710030,melanopygus,Pacific,1970,34.040279,-119.843739,P8,Black,,0,454
ENT.710031,melanopygus,Pacific,1970,34.040279,-119.843739,P8,Black,,0,454
ENT.710032,melanopygus,Pacific,1970,34.040279,-119.843739,P8,Black,,0,454
ENT.710033,melanopygus,Pacific,1970,34.040279,-119.843739,P8,Black,,0,454
ENT.711090,melanopygus,Pacific,1970,34.040279,-119.843739,P10,Black,,0,454
ENT.711091,melanopygus,Pacific,1975,34.040279,-119.843739,P8,Black,,0,454
ENT.711093,melanopygus,Pacific,1975,34.040279,-119.843739,P6,Black,,0,454
ENT.711094,melanopygus,Pacific,1975,34.040279,-119.843739,P6,Black,,0,454
ENT.711095,melanopygus,Pacific,1975,34.040279,-119.843739,P6,Black,,0,454
ENT.709616,melanopygus,Pacific,1970,34.02,-119.7256,P7M,Black,,0,458
ENT.709617,melanopygus,Pacific,1970,34.02,-119.7256,P8M,Black,,0,458
ENT.709618,melanopygus,Pacific,1970,34.02,-119.7256,P9M,Black,,0,458
ENT.709619,melanopygus,Pacific,1970,34.02,-119.7256,P9M,Black,,0,458
ENT.709621,melanopygus,Pacific,1970,34.02,-119.7256,P8M,Black,,0,458
ENT.709308,melanopygus,Pacific,1970,34.02,-119.7256,P6,Black,,0,458
ENT.709309,melanopygus,Pacific,1970,34.02,-119.7256,P8,Black,,0,458
ENT.709310,melanopygus,Pacific,1970,34.02,-119.7256,P8,Black,,0,458
ENT.709311,melanopygus,Pacific,1970,34.02,-119.7256,P6,Black,,0,458
ENT.709363,melanopygus,Pacific,1970,34.02,-119.7256,P6,Black,,0,458
ENT.709364,melanopygus,Pacific,1970,34.02,-119.7256,P6,Black,,0,458
ENT.709365,melanopygus,Pacific,1970,34.02,-119.7256,P6,Black,,0,458
ENT.709366,melanopygus,Pacific,1970,34.02,-119.7256,P6,Black,,0,458
ENT.709367,melanopygus,Pacific,1970,34.02,-119.7256,P6,Black,,0,458
ENT.709368,melanopygus,Pacific,1970,34.02,-119.7256,P6,Black,,0,458
ENT.709369,melanopygus,Pacific,1970,34.02,-119.7256,P6,Black,,0,458
ENT.709370,melanopygus,Pacific,1970,34.02,-119.7256,P6,Black,,0,458
ENT.709371,melanopygus,Pacific,1970,34.02,-119.7256,P6,Black,,0,458
ENT.709372,melanopygus,Pacific,1970,34.02,-119.7256,P8,Black,,0,458
ENT.709373,melanopygus,Pacific,1970,34.02,-119.7256,P8,Black,,0,458
BMEC_ENT 00006903,melanopygus,Pacific,1959,39.17162,-123.01074,A8,Black,,0,467
BMEC_ENT 00006687,melanopygus,Pacific,1961,39.02024,-120.91023,P6,Black,,0,477
BMEC_ENT 00006835,melanopygus,Pacific,1961,39.02024,-120.91023,E2,Black,,0,477
BMEC_ENT 00006836,melanopygus,Pacific,1961,39.02024,-120.91023,A8,Black,,0,477
BMEC_ENT 00006945,melanopygus,Pacific,1960,34.14996,-117.45383,A8,Black,,0,487
BMEC_ENT 00006160,melanopygus,Pacific,1966,38.57,-122.36,A7,Black,,0,489
BMEC_ENT 00006771,melanopygus,Pacific,1966,38.57,-122.36,A8,Black,,0,489
BMEC_ENT 00006772,melanopygus,Pacific,1966,38.57,-122.36,A7,Black,,0,489
BMEC_ENT 00006952,melanopygus,Pacific,1966,38.57,-122.36,A8,Black,,0,489
BMEC_ENT 00006657,melanopygus,Pacific,1975,38.55,-122.41666,A8,Black,,0,491
BMEC_ENT 00006658,melanopygus,Pacific,1925,38.55,-122.41666,A7,Black,,0,491
BMEC_ENT 00006659,melanopygus,Pacific,1925,38.55,-122.41666,A8,Black,,0,491
BMEC_ENT 00006660,melanopygus,Pacific,1975,38.55,-122.41666,A8,Black,,0,491
BMEC_ENT 00006661,melanopygus,Pacific,1975,38.55,-122.41666,A8,Black,,0,491
BMEC_ENT 00006662,melanopygus,Pacific,1973,38.55,-122.41666,E2,Black,,0,491
BMEC_ENT 00007022,melanopygus,Pacific,1981,38.55,-122.41666,P6,Black,,0,491
BMEC_ENT 00007023,melanopygus,Pacific,1971,38.55,-122.41666,E1,Black,,0,491
ENT.710327,melanopygus,Pacific,1966,39.0825,-122.52583,P8,Black,,0,492
ENT.710328,melanopygus,Pacific,1966,39.0825,-122.52583,P8,Black,,0,492
ENT.710329,melanopygus,Pacific,1966,39.0825,-122.52583,P6,Black,,0,492
BBSL268538,melanopygus,Pacific,1998,36.5213,-121.2218,E9M,Black,thorax segments 1-4 mixed),0,499
BMEC_ENT 00006834,melanopygus,Pacific,1960,38.89,-120.93,E1,Black,,0,499
BMEC_ENT 00006713,melanopygus,Pacific,1961,39.25527,-122.52861,E1,Black,,0,503
BMEC_ENT 00006398,melanopygus,Pacific,1975,38.7,-122.48,P6,Black,,0,509
BMEC_ENT 00006466,melanopygus,Pacific,1975,38.7,-122.48,P6,Black,,0,509
BMEC_ENT 00006166,melanopygus,Pacific,1965,38.775,-122.69305,A7,Black,,0,509
BMEC_ENT 00006167,melanopygus,Pacific,1961,38.775,-122.69305,P10,Black,,0,509
BMEC_ENT 00006168,melanopygus,Pacific,1965,38.775,-122.69305,E1,Black,,0,509
BMEC_ENT 00006820,melanopygus,Pacific,1961,38.775,-122.69305,E2,Black,,0,509
BBSL217154,melanopygus,Pacific,1997,36.4762,-121.1909,D3M,Black,,0,510
BBSL217669,melanopygus,Pacific,1997,36.4777,-121.1848,A7M,Black,,0,510
BBSL327042,melanopygus,Pacific,1999,36.4819,-121.186,E9M,Black,,0,510
BBSL217917,melanopygus,Pacific,1997,36.4833,-121.1888,E9M,Black,,0,510
BMEC_ENT 00007008,melanopygus,Pacific,1968,38.39,-120.73,A8,Black,,0,511
112929,melanopygus,Pacific,1970,39.015,-123.074444,P7M,Black,,0,511
112930,melanopygus,Pacific,1970,39.015,-123.074444,E3M,Black,,0,511
112931,melanopygus,Pacific,1970,39.015,-123.074444,A7M,Black,,0,511
112932,melanopygus,Pacific,1970,39.015,-123.074444,A4M,Black,,0,511
112933,melanopygus,Pacific,1970,39.015,-123.074444,A4M,Black,,0,511
112934,melanopygus,Pacific,1970,39.015,-123.074444,A8M,Black,,0,511
562285,melanopygus,Pacific,1956,36.488611,-121.221667,A4M,Black,,0,528
BMEC_ENT 00006946,melanopygus,Pacific,1947,37.71027,-120.19777,A8,Black,,0,536
AMNH_BEE 00122053,melanopygus,Pacific,1964,38.57583,-122.44889,A8,Black,,0,536
BBSL397470,melanopygus,Pacific,1971,38.5776,-122.45,P6,Black,,0,536
561655,melanopygus,Pacific,1966,37.409444,-121.428611,A7,Black,,0,538
9520,melanopygus,Pacific,2003,40.781111,-124.005556,A7M,Black,,0,539
BMEC_ENT 00007081,melanopygus,Pacific,1976,38.50389,-120.75444,P6,Black,,0,545
BBSL216562,melanopygus,Pacific,1997,36.4834,-121.2066,E9M,Black,,0,546
BBSL269266,melanopygus,Pacific,1998,36.4854,-121.202,E9M,Black,,0,546
BBSL268246,melanopygus,Pacific,1998,36.4863,-121.204,A4M,Black,,0,546
9518,melanopygus,Pacific,1984,39.681944,-123.658611,A8M,Black,,0,546
183781,melanopygus,Pacific,1975,39.681944,-123.658611,P6,Black,,0,546
183782,melanopygus,Pacific,1975,39.681944,-123.658611,E1,Black,,0,546
183783,melanopygus,Pacific,1975,39.681944,-123.658611,P6,Black,,0,546
183855,melanopygus,Pacific,1975,39.681944,-123.658611,P6,Black,,0,546
202485,melanopygus,Pacific,1975,39.681944,-123.658611,E1,Black,,0,546
208895,melanopygus,Pacific,1975,39.681944,-123.658611,E1,Black,,0,546
BBSL269338,melanopygus,Pacific,1998,36.4718,-121.1888,A8M,Black,,0,548
BMEC_ENT 00006948,melanopygus,Pacific,1948,38.6304,-120.69723,A8,Black,,0,548
BMEC_ENT 00006644,melanopygus,Pacific,1973,38.72,-120.99,A7,Black,,0,552
AMNH_BEE 00121341,melanopygus,Pacific,1964,42.246,-122.748,A8M,Black,,0,555
BBSL212689,melanopygus,Pacific,1997,36.4713,-121.1932,A8,Black,T2 like that in P10 but the yellow is one band),0,556
BBSL331054,melanopygus,Pacific,1998,36.4715,-121.1963,E9M,Black,T4 like that of A7M),0,556
BBSL331094,melanopygus,Pacific,1998,36.4715,-121.1963,E9M,Black,,0,556
BMEC_ENT 00006827,melanopygus,Pacific,1960,39.42055,-122.95777,A8,Black,,0,566
562297,melanopygus,Pacific,1948,37.390556,-121.368889,A8M,Black,,0,573
561664,melanopygus,Pacific,1948,37.390556,-121.368889,P6,Black,,0,573
BBSL217676,melanopygus,Pacific,1997,36.4837,-121.1878,E9M,Black,T4 like that of A7M),0,579
BBSL217704,melanopygus,Pacific,1997,36.4837,-121.1878,A7M,Black,,0,579
BBSL217705,melanopygus,Pacific,1997,36.4837,-121.1878,D3M,Black,,0,579
562290,melanopygus,Pacific,1964,36.438333,-120.658611,P7M,Black,,0,595
562291,melanopygus,Pacific,1964,36.438333,-120.658611,A4M,Black,,0,595
562292,melanopygus,Pacific,1964,36.438333,-120.658611,P10M,Black,,0,595
BMEC_ENT 00006642,melanopygus,Pacific,1975,38.54638,-120.74416,P6,Black,,0,598
BMEC_ENT 00006643,melanopygus,Pacific,1978,38.54638,-120.74416,E1,Black,,0,598
BMEC_ENT 00006682,melanopygus,Pacific,1975,38.54638,-120.74416,A7,Black,,0,598
BMEC_ENT 00006684,melanopygus,Pacific,1975,38.54638,-120.74416,E2,Black,,0,598
561656,melanopygus,Pacific,1967,37.401667,-121.438056,P6,Black,,0,603
561657,melanopygus,Pacific,1967,37.401667,-121.438056,P6,Black,,0,603
561658,melanopygus,Pacific,1967,37.401667,-121.438056,P6,Black,,0,603
561659,melanopygus,Pacific,1967,37.401667,-121.438056,P6,Black,,0,603
561660,melanopygus,Pacific,1967,37.401667,-121.438056,P6,Black,,0,603
562293,melanopygus,Pacific,1992,37.408333,-121.410833,A4M,Black,,0,608
561651,melanopygus,Pacific,1967,37.408333,-121.410833,A7,Black,,0,608
561654,melanopygus,Pacific,1967,37.408333,-121.410833,A7,Black,,0,608
562423,melanopygus,Pacific,1947,37.368889,-121.487222,P10M,Black,,0,623
562424,melanopygus,Pacific,1947,37.368889,-121.487222,A4M,Black,,0,623
562425,melanopygus,Pacific,1947,37.368889,-121.487222,A7M,Black,,0,623
562426,melanopygus,Pacific,1947,37.368889,-121.487222,A4M,Black,,0,623
562427,melanopygus,Pacific,1947,37.368889,-121.487222,P10M,Black,,0,623
562428,melanopygus,Pacific,1947,37.368889,-121.487222,S2M,Black,,0,623
562444,melanopygus,Pacific,1947,37.368889,-121.487222,E3M,Black,,0,623
562492,melanopygus,Pacific,1962,35.353333,-120.651944,A4M,Black,,0,630
562493,melanopygus,Pacific,1962,35.353333,-120.651944,E3M,Black,,0,630
BBSL217259,melanopygus,Pacific,1997,36.4809,-121.1967,E9M,Black,,0,634
BBSL201694,melanopygus,Pacific,1997,36.4813,-121.1966,A4M,Black,,0,634
BBSL217749,melanopygus,Pacific,1997,36.4814,-121.1965,E9M,Black,T4 like that of A7M),0,634
BBSL260320,melanopygus,Pacific,1998,36.4814,-121.1965,P6,Black,,0,634
562318,melanopygus,Pacific,1947,37.353056,-121.478056,P7M,Black,,0,634
562319,melanopygus,Pacific,1947,37.353056,-121.478056,A4M,Black,,0,634
562320,melanopygus,Pacific,1947,37.353056,-121.478056,A7M,Black,,0,634
562321,melanopygus,Pacific,1947,37.353056,-121.478056,E3M,Black,,0,634
562322,melanopygus,Pacific,1947,37.353056,-121.478056,E3M,Black,,0,634
562323,melanopygus,Pacific,1947,37.353056,-121.478056,P7M,Black,,0,634
562324,melanopygus,Pacific,1947,37.353056,-121.478056,A9M,Black,,0,634
562325,melanopygus,Pacific,1947,37.353056,-121.478056,A9M,Black,,0,634
562326,melanopygus,Pacific,1947,37.353056,-121.478056,A4M,Black,,0,634
562327,melanopygus,Pacific,1947,37.353056,-121.478056,A9M,Black,,0,634
562328,melanopygus,Pacific,1947,37.353056,-121.478056,A9M,Black,,0,634
562329,melanopygus,Pacific,1947,37.353056,-121.478056,A4M,Black,,0,634
562330,melanopygus,Pacific,1947,37.353056,-121.478056,A4M,Black,,0,634
562331,melanopygus,Pacific,1947,37.353056,-121.478056,A4M,Black,,0,634
562332,melanopygus,Pacific,1947,37.353056,-121.478056,A9M,Black,,0,634
562333,melanopygus,Pacific,1947,37.353056,-121.478056,P6M,Black,,0,634
562334,melanopygus,Pacific,1947,37.353056,-121.478056,A7M,Black,,0,634
562335,melanopygus,Pacific,1947,37.353056,-121.478056,E4M,Black,,0,634
562316,melanopygus,Pacific,1938,37.233056,-119.706667,A4M,Black,,0,636
562317,melanopygus,Pacific,1938,37.233056,-119.706667,A4M,Black,,0,636
YOSE183866,melanopygus,Pacific,2006,37.6729,-119.7919,E9M,Black,,0,641
BBSL548080,melanopygus,Pacific,2004,37.6738,-119.7962,E9M,Black,,0,641
BBSL554196,melanopygus,Pacific,2004,37.6738,-119.7962,E7M,Black,,0,641
562479,melanopygus,Pacific,1963,37.348333,-121.478333,A4M,Black,,0,646
562481,melanopygus,Pacific,1963,37.348333,-121.478333,A4M,Black,,0,646
561665,melanopygus,Pacific,1963,37.348333,-121.478333,P6,Black,,0,646
561666,melanopygus,Pacific,1963,37.348333,-121.478333,P6,Black,,0,646
561667,melanopygus,Pacific,1963,37.348333,-121.478333,P6,Black,,0,646
561668,melanopygus,Pacific,1963,37.348333,-121.478333,P6,Black,,0,646
561669,melanopygus,Pacific,1963,37.348333,-121.478333,P6,Black,,0,646
9517,melanopygus,Pacific,1976,39.017778,-123.073056,A4M,Black,,0,647
187411,melanopygus,Pacific,1975,39.017778,-123.073056,A5M,Black,,0,647
196270,melanopygus,Pacific,1975,39.017778,-123.073056,A9M,Black,,0,647
BMEC_ENT 00006975,melanopygus,Pacific,1957,38.4431,-120.6297,E1,Black,,0,656
562104,melanopygus,Pacific,1958,39.019167,-120.983333,A9M,Black,,0,659
BMEC_ENT 00006944,melanopygus,Pacific,1952,42.27805,-122.93583,P6,Black,,0,672
BBSL268087,melanopygus,Pacific,1998,36.46085,-121.18498,D3M,Black,,0,684
BBSL214903,melanopygus,Pacific,1997,36.4631,-121.186,A7M,Black,yellow on T2 is one band),0,684
BBSL218801,melanopygus,Pacific,1997,36.4631,-121.186,A7M,Black,,0,684
BBSL245869,melanopygus,Pacific,1998,36.4662,-121.1847,E9M,Black,,0,684
BBSL245870,melanopygus,Pacific,1998,36.4662,-121.1847,E9M,Black,T4 like that of A7M),0,684
BBSL245884,melanopygus,Pacific,1998,36.4662,-121.1847,E7M,Black,,0,684
BBSL245983,melanopygus,Pacific,1998,36.4662,-121.1847,A7M,Black,,0,684
BBSL246110,melanopygus,Pacific,1998,36.4662,-121.1847,E9M,Black,T4 like that of A7M),0,684
BBSL259503,melanopygus,Pacific,1998,36.4662,-121.1847,E9M,Black,,0,684
562482,melanopygus,Pacific,1968,35.353889,-120.2625,A9M,Black,,0,686
562483,melanopygus,Pacific,1968,35.353889,-120.2625,A4M,Black,,0,686
562484,melanopygus,Pacific,1968,35.353889,-120.2625,A4M,Black,,0,686
BBSL244524,melanopygus,Pacific,1998,36.488,-121.1979,A7M,Black,thorax segments 1-4 mixed),0,686
BBSL218850,melanopygus,Pacific,1997,36.4882,-121.1983,E9M,Black,,0,686
562098,melanopygus,Pacific,1961,39.033333,-120.976944,A7M,Black,,0,686
562099,melanopygus,Pacific,1961,39.033333,-120.976944,A7M,Black,,0,686
562100,melanopygus,Pacific,1961,39.033333,-120.976944,P10M,Black,,0,686
562101,melanopygus,Pacific,1961,39.033333,-120.976944,A4M,Black,,0,686
562102,melanopygus,Pacific,1961,39.033333,-120.976944,E3M,Black,,0,686
562103,melanopygus,Pacific,1961,39.033333,-120.976944,A9M,Black,,0,686
YOSE169319,melanopygus,Pacific,2006,37.6621,-119.8025,D3M,Black,yellow on T2 does not reach base of tergite because there is a band of black across the bottom),0,697
YOSE169326,melanopygus,Pacific,2006,37.6621,-119.8025,E7M,Black,,0,697
YOSE180313,melanopygus,Pacific,2006,37.6621,-119.8025,A4M,Black,,0,697
YOSE180315,melanopygus,Pacific,2006,37.6621,-119.8025,E9M,Black,,0,697
562307,melanopygus,Pacific,1942,37.261944,-119.700833,A4M,Black,,0,701
562308,melanopygus,Pacific,1942,37.261944,-119.700833,S2M,Black,,0,701
AMNH_BEE 00099121,melanopygus,Pacific,2000,37.555,-121.576,A4M,Black,,0,702
AMNH_BEE 00099122,melanopygus,Pacific,2000,37.555,-121.576,A4M,Black,,0,702
AMNH_BEE 00099123,melanopygus,Pacific,2000,37.555,-121.576,A4M,Black,,0,702
AMNH_BEE 00099119,melanopygus,Rocky,2000,37.555,-121.576,A1,Black,,0,702
562112,melanopygus,Pacific,1949,39.7375,-121.496667,A9M,Black,,0,704
562337,melanopygus,Pacific,1947,37.403611,-121.486667,A9M,Black,,0,713
562338,melanopygus,Pacific,1947,37.403611,-121.486667,A4M,Black,,0,713
562339,melanopygus,Pacific,1947,37.403611,-121.486667,A9M,Black,,0,713
562340,melanopygus,Pacific,1947,37.403611,-121.486667,E3M,Black,,0,713
562341,melanopygus,Pacific,1947,37.403611,-121.486667,A4M,Black,,0,713
562342,melanopygus,Pacific,1947,37.403611,-121.486667,S2M,Black,,0,713
562343,melanopygus,Pacific,1947,37.403611,-121.486667,A9M,Black,,0,713
562344,melanopygus,Pacific,1947,37.403611,-121.486667,A9M,Black,,0,713
562345,melanopygus,Pacific,1947,37.403611,-121.486667,E3M,Black,,0,713
562346,melanopygus,Pacific,1947,37.403611,-121.486667,P7M,Black,,0,713
562347,melanopygus,Pacific,1947,37.403611,-121.486667,A4M,Black,,0,713
562349,melanopygus,Pacific,1947,37.403611,-121.486667,A9M,Black,,0,713
BBSL397495,melanopygus,Pacific,1983,37.1346,-119.38794,A5,Black,but T2 and T3 black),0,717
